,X1,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,time,stock,sub_vector,relation_vector,obj_vector
534,533,0.895057901,0.907467405,0.886116253,0.888041975,0.882563481,0.89207431,0.888768367,0.890538522,0.8956246,0.876907394,0.881325046,0.883928553,0.877552515,0.909222744,0.881982781,0.899684565,0.898890096,0.877909052,0.888743633,0.90652776,0.908731824,0.903375161,0.89531741,0.906796782,0.885366317,0.910547427,0.883516024,0.898014489,0.892121502,0.889972751,0.876866255,0.870561138,0.897055142,0.897356723,0.893866488,0.879803402,0.874977521,0.881248712,0.87903263,0.891170094,0.912823507,0.902698584,0.896384142,0.884658252,0.883700938,0.903162151,0.899877949,0.882748219,0.894276884,0.90222647,2020/5/1,0,Gates arent,hopes on,U.S.
535,534,-0.008863006,-0.002963706,-0.031975909,-0.035550508,-0.015900965,0.007695198,-0.00653239,0.000590872,-0.003377431,-0.019675974,-0.01367943,-0.019178237,-0.004865683,0.007499078,-0.020638649,-0.016434171,-0.045141183,-0.044360374,-0.055489708,-0.003630095,-0.037912075,-0.020457697,-0.04434275,-0.027275407,-0.033816816,0.003521991,-0.00497335,-0.009804871,0.014557872,-0.039888,-0.004417603,-0.030340555,-0.036374294,-0.033092984,0.003166014,-0.024409808,-0.039875895,-0.057361822,-0.018103944,-0.049693256,-0.006446348,0.000522764,-0.037029877,-0.005871973,-0.051553851,-0.042497421,-0.021130627,-0.02023835,0.004236839,-0.020853238,2020/5/15,1,National Quarantine,Is,Constitutional
536,535,-0.002958515,-0.004281096,-0.023382681,-0.014959977,-0.024427979,0.009829087,0.005021977,0.006749388,-0.01956711,-0.003639008,-0.027982197,0.004425599,0.004692978,0.013637972,-0.015515349,-0.002730617,-0.039701499,-0.008929699,-0.035736749,-0.007143521,-0.02635589,-0.033146516,-0.027393215,-0.015325024,-0.023140849,0.015081468,-0.004216668,-0.020236504,0.008166166,-0.037272013,-0.008146212,-0.037353068,-0.034490439,-0.020327604,0.004259065,-0.015046091,-0.014021632,-0.048929352,-0.020146634,-0.038714853,0.003536532,-0.007683041,-0.021204474,0.015072586,-0.029277923,-0.006762509,-0.028166321,-0.006727532,0.017137121,7.07E-05,2020/4/7,0,Game Plan,Help,Vulnerable
537,536,0.070001219,0.033186042,0.001731435,-0.074707767,0.006108239,0.020702537,-0.052245649,0.03707237,-0.016490267,-0.005918763,-0.005012299,-0.04906458,-0.015105472,-0.005880805,-0.039432748,0.01926441,-0.042092263,-0.022589744,-0.079693083,0.041178594,0.007035192,0.063646056,-0.021700385,-0.015026893,0.002335895,0.063572161,0.005060687,-0.008862022,-0.011927134,-0.031565088,0.032199617,-0.020480444,-0.054195086,0.031983947,0.011045336,0.005511881,-0.014937519,-0.084509564,0.016903501,-0.011256031,-0.001747708,-0.007311402,-0.005591383,0.029575487,0.010170071,-0.048345769,0.014568615,0.02036084,0.064332231,-0.009129296,2020/4/2,1,Navy,fires,aircraft carrier captain
538,537,-0.033458698,-0.046568204,0.019415809,-0.142421109,-0.06757475,-0.05664022,-0.090974302,-0.075779224,-0.020107773,0.006626909,0.053152519,0.008165899,0.063038044,0.051378854,-0.084052283,-0.040297856,-0.072073829,-0.016770015,-0.041173226,0.022300662,-0.057500541,-0.058230808,0.024908369,-0.10057156,-0.092203592,0.018008563,-0.121843885,-0.014186593,0.034867846,-0.071100695,-0.056064017,-0.026841623,-0.098033339,-0.079974278,0.001773385,-0.02093656,-0.013006628,-0.025562558,-0.044079861,-0.027710326,0.045538936,-0.007854395,-0.046834917,-0.106176986,-0.044278849,-0.055021754,-0.040188816,-0.066479281,-0.013629032,-0.000743125,2020/3/23,0,Pelosi proposal,would ban,corporations
539,538,0.654000942,0.673049352,0.678761359,0.648442154,0.617848779,0.693013107,0.678658872,0.659934053,0.660599425,0.616710316,0.646265265,0.621222988,0.700739743,0.689546634,0.650002879,0.678200158,0.662294713,0.632466383,0.675198892,0.695234788,0.66024177,0.62528878,0.653246523,0.690250899,0.620726358,0.684548099,0.624972478,0.678413614,0.688179843,0.649461646,0.63846761,0.636697932,0.630694744,0.63580118,0.661144981,0.644235809,0.617373542,0.631858511,0.655128375,0.646187703,0.689190333,0.64977387,0.62259314,0.666907127,0.652048506,0.667841453,0.653208392,0.646578331,0.662935843,0.707677462,2020/3/30,1,Pelosi,aims,move fast on next rescue package
540,539,0.996259725,0.996140879,0.996250351,0.996311899,0.996334332,0.996109127,0.996258935,0.996317503,0.996214805,0.996316384,0.996443928,0.996197781,0.996120073,0.996204001,0.996243797,0.996174222,0.996265475,0.996367141,0.996317714,0.996109387,0.996282331,0.99616948,0.996284151,0.996029963,0.996369279,0.996019284,0.996218556,0.996115688,0.996278981,0.996196766,0.996432712,0.996237861,0.996265052,0.996191156,0.99626005,0.996258123,0.996271621,0.996284124,0.996118562,0.99616465,0.996100511,0.996273991,0.996444578,0.996331096,0.996234338,0.996262726,0.996269857,0.996267957,0.996074894,0.995962983,2020/3/12,0,Surveillance authorities,set to,lapse
541,540,0.165455994,0.215772685,0.15871337,0.136769837,0.175134034,0.235565501,0.1670327,0.192852503,0.203884487,0.153367117,0.135507014,0.155513767,0.209204962,0.202917259,0.127908136,0.144990869,0.22562009,0.135989176,0.1492691,0.220646762,0.146745307,0.20446299,0.185711024,0.208455874,0.116214696,0.237566282,0.191790189,0.155316502,0.217263944,0.134837278,0.153116381,0.155749596,0.167189513,0.150342476,0.18160047,0.144189475,0.17796592,0.093565995,0.177908001,0.167790601,0.220439321,0.134932762,0.146566103,0.160743559,0.134777356,0.15347623,0.184194942,0.182902232,0.234404289,0.222108087,2020/4/21,0,Trumps immigration pause,falls,well short
542,541,0.167573982,0.122272145,0.082284986,0.089757556,0.118387934,0.139277206,0.126401479,0.092209875,0.126540938,0.119778218,0.112127587,0.113297102,0.171417955,0.161994765,0.13285981,0.145835348,0.106173005,0.089955006,0.105320446,0.134020507,0.071330851,0.079809752,0.103297961,0.096598387,0.074912389,0.179011987,0.122831943,0.098825566,0.137956078,0.085449061,0.085800136,0.140412798,0.093953204,0.097450176,0.137852811,0.108274407,0.071808737,0.102124658,0.103394475,0.103345052,0.154099078,0.086647413,0.071200469,0.155922425,0.083529729,0.105405265,0.092130332,0.107759531,0.131356256,0.16890581,2020/6/15,1,Unions,tap into,burst
543,542,0.994938936,0.994512416,0.99473216,0.994829481,0.994866181,0.994797761,0.994932366,0.994859225,0.994755863,0.995003289,0.994818319,0.995013586,0.994745693,0.99459845,0.994835896,0.994473786,0.994906348,0.995022241,0.994737736,0.994604806,0.994828613,0.994760588,0.994886148,0.994700173,0.994985008,0.994857618,0.994792784,0.994752701,0.994833262,0.994734863,0.995041002,0.994951985,0.994572275,0.994915173,0.994877557,0.994760931,0.995174007,0.994981723,0.994960329,0.99486072,0.994665492,0.994816745,0.994901877,0.9951419,0.994649505,0.994935595,0.994894188,0.995088869,0.994690755,0.994413188,2020/5/6,0,Turkey,records number in,week
544,543,0.93687339,0.932469617,0.932239233,0.932769871,0.931832489,0.939888335,0.931097367,0.935059929,0.936625818,0.935188285,0.935699992,0.933577157,0.941053943,0.941314763,0.94039185,0.94043092,0.931758352,0.935080359,0.936399353,0.936981449,0.934575263,0.930754451,0.933782298,0.939370999,0.939659473,0.941630267,0.94054723,0.940770437,0.941138584,0.935644101,0.933502447,0.938541815,0.931225573,0.934109913,0.932404109,0.943524138,0.928749698,0.936619214,0.936783421,0.935008641,0.937218019,0.935504912,0.931712359,0.938691801,0.939347676,0.933286406,0.934622641,0.929572013,0.937773085,0.944807028,2020/3/16,0,Senate,take up coronavirus package after,House passes bill
545,544,0.092445109,0.124211156,0.086916447,0.03892092,-0.013547274,0.12138239,0.095903369,0.07144016,0.075339319,0.044824238,0.095153567,0.001615635,0.151794005,0.12181402,0.03798084,0.091974578,0.008153754,0.041727528,0.036930618,0.116465905,0.062523246,0.026658776,0.055457204,0.123058596,0.017981124,0.149706181,0.038508195,0.10892116,0.132130856,0.081854379,0.064751266,0.039410556,-0.014816215,0.05153761,0.060321867,0.077729791,0.041280566,0.035829883,0.055816381,0.051405676,0.130964772,0.053774202,0.042035046,0.125007062,0.022321425,0.032496758,0.046316798,0.066253221,0.123710918,0.093346295,2020/3/23,0,Mnuchin,say very close,coronavirus rescue package deal
546,545,0.069024788,0.084164806,-0.00154036,-0.004207121,-0.015668545,0.065965995,0.059289679,0.094328607,0.001107596,0.043264214,-0.000989017,0.069694626,0.081252313,0.096190019,0.001877998,0.040946262,-0.004609384,0.033718026,-0.022705703,0.115999957,0.002983514,0.018177896,0.01865111,0.092761052,-0.016613347,0.124000911,0.029444265,0.08927727,0.124041374,-0.020321562,0.050745707,0.020079298,-0.026265608,0.008853354,0.006696485,0.013862621,0.002958448,-0.023785339,-0.00148794,0.003310515,0.051805924,0.035504964,-0.019233562,0.057960275,-0.019802664,0.023489399,0.027243355,0.013090205,0.103777649,0.060611775,2020/4/6,1,Obama,touts,Elizabeth Warrens coronavirus recovery proposals
547,546,0.963404046,0.968528997,0.964730871,0.966051286,0.964229919,0.967423261,0.961915183,0.962683693,0.9668631,0.96835748,0.964510592,0.962245683,0.971022784,0.964892161,0.967624508,0.971164575,0.965478893,0.967259678,0.970710449,0.967768598,0.967058758,0.962151083,0.967265875,0.971844526,0.963993336,0.967455263,0.968233644,0.960910709,0.970108825,0.97015589,0.965724611,0.964241834,0.966556521,0.964589066,0.961705726,0.970457514,0.965798598,0.963637829,0.968640847,0.967825863,0.965939691,0.96441936,0.968302531,0.971381884,0.968122088,0.966118893,0.96440961,0.964624859,0.970483798,0.971986669,2020/4/22,1,Trump,hit,road
548,547,0.49847359,0.483394089,0.483739841,0.464647052,0.439342977,0.512603667,0.491410254,0.484413037,0.495453862,0.453129366,0.425079153,0.471165418,0.51301049,0.530162891,0.441975146,0.483210493,0.471192133,0.462884106,0.466792063,0.515446395,0.445680151,0.457972701,0.467859275,0.502687118,0.456017237,0.543480787,0.474352125,0.487182312,0.494380615,0.45283052,0.466446752,0.424876607,0.429869752,0.477870112,0.486310593,0.459588001,0.464845251,0.416509222,0.517370888,0.443322363,0.512075843,0.474232565,0.440691374,0.493600509,0.470345449,0.460743528,0.4871867,0.43948544,0.512042615,0.517759911,2020/2/24,0,markets,fall sharply,as virus cases spread past Asia
549,548,0.083782988,0.107082621,0.044687409,0.043929458,0.059183854,0.095161393,0.080728645,0.068904413,0.071937296,0.057002409,0.054594054,0.093210295,0.101922748,0.097269672,0.052354693,0.088648025,0.048790938,0.044515456,0.046153748,0.088216643,0.025065935,0.036005371,0.058479816,0.069751224,0.018744068,0.127120829,0.045246299,0.063958323,0.102357387,0.05610382,0.070605313,0.073489604,0.033006765,0.068713129,0.067746128,0.079517142,0.053952838,0.028827197,0.090176979,0.023924509,0.102539898,0.073059572,0.053961304,0.067314602,0.052306492,0.073663957,0.053922217,0.066449596,0.112410047,0.101799672,2020/3/16,0,America,begins,drinking at home
550,549,0.147876053,0.153792186,0.099603351,0.182320169,0.167606917,0.157001643,0.22103803,0.171997082,0.150547913,0.08784131,0.081988354,0.095727507,0.161391899,0.206558019,0.101939694,0.241715783,0.117512687,0.157770179,0.074763145,0.221046347,0.103071385,0.115544893,0.126605259,0.106513359,0.111702245,0.240207353,0.131227003,0.173522583,0.081061502,0.159296953,0.175118115,0.116507753,0.082463385,0.169344407,0.208642231,0.181008838,0.081977372,0.0794603,0.167093319,0.159613252,0.187682752,0.136094813,0.1178339,0.217749077,0.092726344,0.122413556,0.1103814,0.148027013,0.1295109,0.093341093,2020/5/1,0,McEnany,dodges fireworks in,return
551,550,-0.038545038,0.025105586,-0.032368019,-0.048028057,-0.047981811,0.035069986,-0.109270584,-0.044288406,-0.055044469,-0.071182038,-0.000559283,-0.064539146,0.088002102,0.018773815,-0.156007994,-0.082239896,-0.089156083,-0.033190096,-0.090033659,-0.006973057,-0.052228515,0.038813799,0.005898465,0.042097871,-0.064815712,0.059377898,-0.03006696,-0.039362326,0.007444599,-0.083330245,-0.062708269,0.010306146,-0.082718857,0.037803511,0.018890836,-0.033273787,-0.054723786,0.004082174,-0.023066998,-0.040989459,0.04916471,-0.036801636,0.00252591,-0.050517642,-0.035945733,-0.098410213,0.060456879,-0.02335857,0.000773931,-0.043812721,2020/4/14,1,One Republican Lawmaker,is in,Texas
552,551,0.059548798,0.060012325,-0.024756466,-0.073500805,0.016219326,0.06748541,0.011836988,0.014617482,0.077825639,0.057887714,0.011912593,0.058017056,0.050572448,0.039591216,0.011244524,0.050099322,-0.022105565,0.012210684,0.08537649,0.082008617,-0.044993549,0.000146911,-0.060356004,0.025434217,-0.094583431,0.026068869,0.06709205,0.052567996,0.123587592,-0.020574883,0.022693292,0.010232741,-0.005596184,0.028543078,-0.000614203,0.041797419,0.059841971,-0.006278647,0.05162182,0.029610291,0.022854708,0.061072009,0.039169319,0.071147983,0.049374542,-0.06576832,0.019247578,-0.019296903,0.106043526,0.182941308,2020/4/6,1,Wisconsin Supreme Court,overturns,governor
553,552,0.092561456,0.091280809,0.038127302,0.008873448,0.057064386,0.132812245,0.08694673,0.044486997,0.091382429,0.049798144,0.023236317,0.108034625,0.105191437,0.091329783,0.032251723,0.051495786,0.04810585,0.058360439,0.012426328,0.082720121,0.023562726,0.037026764,0.044478589,0.044057293,0.031034213,0.130715787,0.072334134,0.076476216,0.075207168,0.049771723,0.046463213,0.036967809,0.040327726,0.078793982,0.107914544,0.080745189,0.003172131,0.001744411,0.042415157,0.016826604,0.113850351,0.052301313,0.023368292,0.08121417,0.027240255,0.063355189,0.055698917,0.085354629,0.120678118,0.099371652,2020/4/14,1,Trump,announces,ventilator exchange program
554,553,0.115733651,0.10371377,0.115409408,0.129625345,0.092541364,0.149406491,0.126013044,0.151626008,0.105802195,0.172794733,0.085183466,0.212533967,0.228002195,0.179116047,0.109047846,0.187097169,0.036861855,0.132209569,0.144530864,0.206308858,0.14820445,0.098337941,0.076753486,0.169653498,0.075334805,0.190179604,0.12533876,0.177391852,0.207739085,0.102121901,0.110009445,0.119718357,0.074625362,0.106093514,0.10437516,0.122238158,0.134187703,0.125751672,0.119545079,0.077944147,0.259754515,0.162346599,0.068475904,0.17205003,0.082138267,0.159275353,0.11509727,0.158485936,0.208961071,0.228049647,2020/3/18,0,Trump,get,emergency medical supplies
555,554,0.992201779,0.99251247,0.992625101,0.992699492,0.993180917,0.99247742,0.992303881,0.99267008,0.99256449,0.992755288,0.991861245,0.992904133,0.992934836,0.991970939,0.993148902,0.99222037,0.992526487,0.992691991,0.992598346,0.99289186,0.992804746,0.992538778,0.992717267,0.992923621,0.992909451,0.992708827,0.99298128,0.991874618,0.993183432,0.992001777,0.992626389,0.992565721,0.992532883,0.993113839,0.992753916,0.992622929,0.993099991,0.992563124,0.99243958,0.992115838,0.992588333,0.992762443,0.992937047,0.992449598,0.991959918,0.99310445,0.99232631,0.993020776,0.992681553,0.992512932,2020/6/3,1,Europe,nears point on,hacking
556,555,0.068214663,0.058360274,0.00889652,-0.012592831,0.005414317,0.060684838,0.033078263,-0.002223918,0.067010632,0.022869125,0.022526374,0.050249677,0.052906005,0.005758071,0.03633783,0.039774677,0.032511287,0.003351539,-0.015238684,0.060654679,0.020655074,-0.016809576,-0.033463614,0.028902775,0.034149208,0.082380964,0.049750328,0.014005135,0.04778433,0.008141384,0.043599518,0.009012782,0.01412227,0.036419206,0.024990453,0.0536475,0.024234304,-0.026735434,0.038896376,-0.005699393,0.038701473,0.007770185,0.034536385,0.052389886,0.025529694,0.01439722,0.009310035,0.022079343,0.086488145,0.023415189,2020/5/1,0,McEnany,Played,Her Part
557,556,0.297825047,0.3078637,0.243640846,0.245015552,0.240171559,0.335343744,0.29541278,0.277444703,0.257547051,0.242121656,0.239174264,0.286519548,0.332840041,0.323043804,0.240506355,0.274527433,0.257721466,0.251218422,0.230883682,0.297458011,0.238122861,0.276154315,0.268556156,0.311191231,0.263209351,0.35827597,0.257862379,0.280040023,0.284061823,0.252587682,0.254248837,0.253385923,0.242324116,0.280002856,0.29972182,0.267657406,0.217915011,0.231194875,0.257292823,0.257931951,0.304111095,0.276664098,0.226258585,0.278745549,0.259903306,0.250299299,0.291708494,0.249905153,0.307345037,0.306033066,2020/6/12,1,Pompeo,plans,to meet in Hawaii
558,557,0.03395207,0.095432661,0.043142517,0.027136234,0.031835782,0.08928919,0.085422048,0.066689762,0.026107561,0.053665032,0.026728091,0.074455673,0.099274726,0.108277855,0.016759901,0.069581419,0.024207061,0.036427272,-0.001588228,0.096260522,0.027684042,0.024685073,0.05206117,0.081017531,0.004873354,0.135003553,0.029895195,0.075398589,0.105388969,0.019587676,0.052194432,0.021103468,-0.016358809,0.03324118,0.052671204,0.069676099,0.017279752,0.030167054,0.037996149,0.027945442,0.129657052,0.058836455,0.007162514,0.076674702,0.007317438,0.052335966,0.037245041,0.083495172,0.102783947,0.077165847,2020/4/7,0,Trump,removes,independent watchdog for coronavirus funds
559,558,0.130869566,0.175599091,0.087414256,0.06045589,0.059503348,0.156899807,0.126467908,0.137734438,0.091847873,0.081072437,0.037186398,0.073524289,0.094639542,0.148578499,0.071603419,0.116267537,0.078771684,0.087499967,0.075159241,0.138516898,0.055859983,0.108001099,0.055961504,0.132427588,0.086046691,0.177815255,0.109446372,0.085908457,0.149083643,0.04988754,0.131816713,0.042784474,0.106193135,0.07685007,0.107735126,0.106140143,0.046781464,0.030329215,0.106384379,0.02440664,0.075499398,0.126022742,0.065704542,0.138577008,0.071532168,0.079355121,0.092745068,0.097033614,0.162186117,0.14051667,2020/5/5,1,108 potential Covid 19 vaccines,is in,works worldwide
560,559,0.059934009,0.005004206,-0.002466328,-0.03618971,-0.016805013,-0.008507848,-0.046315578,0.021848841,-0.037754447,-0.069175522,0.00328806,-0.008043212,0.023561009,-0.053294404,-0.027223545,0.002770176,-0.063255315,0.07404553,-0.045339119,-0.028597929,-0.055148509,-0.00265211,0.067483359,0.025388865,-0.029082873,0.09994312,0.021468559,-0.022410628,-0.02346738,-0.110042106,-0.002630933,-0.097776076,-0.023181208,0.054970215,0.013737732,-0.021974128,-0.01155349,-0.108101793,0.047598021,-0.013947878,0.045120225,0.005598,-0.010624133,0.056074351,-0.050610948,-0.03809629,-0.042527151,0.005067965,0.015393271,0.003247518,2020/4/16,1,Stephen Millers line policies,make comeback at,HHS
561,560,0.164580266,0.06344601,0.066049183,-0.016127513,0.027327422,0.110674219,0.065740994,0.132296873,0.065294069,-0.040347729,-0.027705625,0.143291067,0.097819703,0.171049349,-0.004248151,0.104790941,0.044799924,0.052181508,0.075731697,0.132379209,-0.008148119,0.0468874,0.089643791,-0.010485287,0.069161987,0.166234681,-0.000663628,0.097301644,0.060214914,0.048347027,0.07297958,0.033649684,0.04934358,0.195646863,0.128841414,0.090004382,0.008170227,0.03585668,0.04223643,-0.006839501,0.186313114,-0.009944872,-0.006155282,0.077431647,-0.00745419,0.133031192,0.016325278,0.090656147,0.128735024,0.086337915,2020/6/15,1,Biden fundraising,surged in,May
562,561,0.001890378,-0.009979375,-0.112372621,-0.090064964,-0.140881,-0.100935119,-0.036181525,-0.051395251,-0.087568089,-0.020623129,-0.032908353,-0.131903684,-0.053486514,-0.036527598,-0.127549019,0.043463616,-0.116550086,-0.066504892,-0.097413748,0.007263306,-0.040707741,-0.104171015,-0.098169459,-0.065145538,-0.009477944,-0.001505674,-0.071992016,-0.004468407,0.014156187,-0.0401437,-0.065371771,-0.059013351,-0.090909147,-0.096021522,-0.069843115,-0.095226641,-0.069157154,-0.119208617,-0.097140302,-0.040875262,-0.006879635,-0.014089955,-0.043659361,-0.05591571,-0.092754128,-0.113807006,-0.037912438,-0.103285694,-0.021514244,-0.060126367,2020/4/7,0,Whos,running,Britain
563,562,0.432656233,0.490309133,0.37392883,0.454010563,0.39610959,0.575974051,0.466068409,0.394963662,0.474624847,0.499682711,0.427697364,0.511014763,0.521934417,0.490651804,0.408048312,0.474881786,0.39853446,0.425048607,0.490561505,0.481995821,0.472640603,0.330580547,0.459842237,0.543377466,0.403215356,0.483757991,0.433711607,0.473339237,0.612338573,0.567684746,0.504164675,0.414362767,0.336385916,0.484778278,0.429074412,0.471561917,0.420567289,0.467944771,0.44209758,0.507383395,0.447824125,0.502693347,0.469550606,0.470831046,0.569210079,0.452140799,0.476990491,0.37482336,0.516016489,0.599306407,2020/5/7,1,hes,taking part in,vaccine trials
564,563,0.31735252,0.333703927,0.292257305,0.255014878,0.279622268,0.340634969,0.326032453,0.302114902,0.291344605,0.287245477,0.262383517,0.294198809,0.345143254,0.340636045,0.256032039,0.315176961,0.285874142,0.288815732,0.256937985,0.346148129,0.276030518,0.282445085,0.285546635,0.338490726,0.280345835,0.378806824,0.2895463,0.316809314,0.328168828,0.2641988,0.277576668,0.2747496,0.274013206,0.282817787,0.305490857,0.276716112,0.261986691,0.242330726,0.294716655,0.279113996,0.324977986,0.291240583,0.257646039,0.309989797,0.27334253,0.265498592,0.308019992,0.281428864,0.344326303,0.364189189,2020/5/14,1,Apple,got,their way in coronavirus fight in Europe
565,564,0.119445638,0.128617144,0.066695475,0.029421893,0.073520107,0.109137937,0.088802129,0.073368268,0.076325302,0.089752535,0.055219996,0.091413001,0.118870574,0.105591854,0.063231418,0.077686388,0.082947407,0.053982562,0.027194973,0.087784491,0.057322157,0.057572055,0.074916363,0.088129313,0.030118411,0.135860597,0.07110366,0.077998781,0.094635884,0.02199922,0.084596787,0.078359404,0.045832937,0.082112856,0.09078548,0.054038237,0.076620221,0.033082509,0.084226078,0.047914168,0.112909986,0.0715336,0.04803648,0.07944243,0.056369475,0.05299922,0.081223974,0.091731086,0.109980073,0.127527072,2020/4/21,0,Trump allies,have,their fingerprints
566,565,0.151682146,0.219514858,0.153303076,0.157884245,0.131003169,0.229269905,0.165486261,0.178771756,0.142635451,0.118160229,0.130261889,0.180040293,0.228285376,0.179690313,0.129276007,0.188182794,0.124560213,0.131788906,0.117776371,0.215363574,0.11733881,0.151982961,0.165005654,0.205797095,0.132771454,0.226877115,0.132957992,0.189565317,0.210230375,0.155807104,0.167194613,0.125419592,0.112264915,0.168218317,0.198678831,0.180084119,0.138382713,0.086960918,0.152928163,0.109570761,0.186667931,0.200758989,0.131762269,0.184297944,0.146027151,0.181372512,0.144535656,0.151803843,0.189563881,0.182536391,2020/5/6,0,you,know about,it
567,566,0.134864582,0.161486776,0.127743997,0.107795587,0.105256788,0.219780205,0.150965378,0.129936504,0.201942294,0.113290058,0.080190057,0.157923913,0.135294793,0.166823063,0.138041932,0.177795038,0.072865605,0.12554486,0.149436614,0.136736517,-0.02021971,0.160400384,0.163274941,0.086261172,0.103824283,0.21850071,0.106904164,0.147625862,0.128654521,0.086066874,0.120745608,0.082285758,0.056110983,0.167725918,0.18900006,0.177714777,0.101484657,0.069454917,0.236799945,0.068792614,0.157103089,0.116372554,0.109652991,0.176012552,0.110793762,0.088154529,0.023398861,0.141705342,0.206708401,0.13201859,2020/5/8,1,Unemployment,soars in,April
568,567,0.091154913,0.077039174,0.055937256,0.009694853,0.036287562,0.092579399,0.022644277,0.074382769,0.063807584,0.033153492,0.051431604,0.052997836,0.104766895,0.100310328,0.061314811,0.049930344,0.016263144,0.063985198,0.039280326,0.113510235,0.05844603,0.04353943,0.049642065,0.080269383,0.01736349,0.106090975,0.050566289,0.058188922,0.09009021,0.029911746,0.064257411,0.088164,0.022989715,0.049092516,0.068712722,0.050938973,0.069886388,0.032058718,0.044674711,0.02421622,0.098356202,0.050549045,0.05014419,0.061675905,0.050369094,0.069230073,0.007392395,0.05526526,0.112050495,0.089410478,2020/4/22,1,Coronavirus wont,clip,wings
569,568,0.084463114,0.015841276,-0.041620727,-0.132139507,-0.057214394,0.031463458,-0.013330899,-0.055846686,0.031846194,0.091610194,-0.019386535,0.05224636,-0.036573703,0.074122169,-0.085143176,0.004580598,-0.068927783,0.023028104,-0.009195163,-0.008456093,-0.008103796,-0.025829104,0.008948232,-0.051230604,0.070399147,0.106976288,-0.083672456,-0.033798261,-0.007158603,-0.046821217,-0.151762162,-7.09E-05,-0.090889256,-0.045608159,-0.057579658,-0.094683871,-0.057470043,-0.034320406,-0.090994034,-0.089730609,0.023695549,-0.117368036,-0.055530782,-0.006061247,-0.02199608,-0.010367652,-0.009923476,-0.030338576,0.102703267,0.027918078,2020/5/21,0,states,open for,business
570,569,0.986136076,0.98680378,0.982291903,0.983676243,0.985906738,0.984209837,0.984285534,0.982381457,0.981942178,0.983357177,0.984580574,0.985724352,0.98831929,0.980948123,0.98631726,0.984293475,0.98589486,0.982449858,0.980638684,0.984759097,0.984734732,0.985518914,0.984485773,0.983169227,0.985777202,0.984513822,0.986677455,0.98250375,0.983973526,0.984367521,0.985091269,0.985377954,0.987421802,0.984863624,0.985717103,0.984770204,0.984678493,0.98252624,0.983502213,0.983602725,0.982649462,0.984507306,0.984769777,0.981524169,0.985127643,0.984897594,0.984602202,0.986088903,0.984384998,0.983514188,2020/4/28,0,coronavirus,is upending,privacy
571,570,0.013311688,0.009890659,-0.046098966,-0.064270081,-0.047815632,0.000434053,0.007482627,0.006835175,-0.080335948,-0.018536986,-0.084203171,-0.036121376,0.016008293,0.033412281,-0.061384892,-0.056472634,-0.090500482,-0.023978425,-0.098415232,0.042392815,-0.05637271,-0.053168441,-0.050680306,0.045848052,-0.037973932,0.087369424,-0.012440663,-0.011906588,0.048756855,-0.084324705,-0.059661945,-0.040824125,-0.088686195,-0.014287049,-0.024422486,-0.045855813,-0.084501609,-0.078420349,-0.025973172,-0.067433404,-0.012565168,-0.041869843,-0.048032046,0.034413004,-0.062196872,-0.088383625,-0.049170548,-0.009250461,0.049882684,-0.026544883,2020/5/6,0,their side,is in,coronavirus liability fight
572,571,0.052576347,0.039628811,-0.021332723,-0.027417704,-0.016816084,0.025661429,0.042738282,0.037733622,-0.039178763,-0.011490493,-0.077097581,-0.011934842,-0.030696734,0.079773351,-0.048529079,0.072807939,-0.067881451,0.007486284,-0.036817433,0.061246964,0.01849535,0.010941624,-0.033720289,0.025200374,0.038137541,0.122196375,-0.036628688,0.033968776,0.062787096,-0.014763944,-0.043901465,-0.070594212,-0.056536549,-0.007813162,0.006233587,-0.066805021,-0.053116298,-0.095500314,-0.00833874,-0.028989671,0.043848864,0.03531868,-0.027999137,0.055586014,-0.090674479,-0.032774835,0.016484876,0.038197226,0.091257087,-0.022854062,2020/5/20,1,Europe,learning dangers after,coronavirus
573,572,0.239765228,0.226077744,0.159420037,0.146674974,0.153604761,0.227040834,0.20174672,0.197432968,0.170279997,0.205866145,0.142579108,0.207324407,0.257343601,0.226042861,0.158386009,0.1783026,0.138975335,0.180514594,0.1510184,0.244781234,0.162658103,0.179758086,0.163795704,0.223028601,0.167185892,0.261173279,0.155855126,0.234960376,0.191751634,0.155229643,0.174562284,0.210228545,0.137922729,0.178258548,0.160765096,0.163518981,0.165151334,0.142254421,0.155676348,0.150904615,0.248932639,0.192494587,0.163929598,0.198438843,0.173620452,0.140757028,0.191311028,0.191221911,0.247070606,0.223313259,2020/4/29,1,Court,upholds,Trumps coronavirus immigration ban
